application_id,trial,application_class,strategy,api_dependency,kernel_dependency,hardware_dependency,licensing_dependency,packaging_support,compatibility_outcome,compatibility_score,setup_effort,runtime_overhead,integration_score,windows_dependency_retained,random_seed,score_before_noise,score_after_penalties,dependency_risk_index,notes
APP-0167,7,creative,managed_prefix,high,kernel_driver,none,none,managed_prefix,failed,36.98,45.38,13.26,69.88,0,42,72,32.0,61.75,synthetic row; not a real application benchmark
APP-0168,8,creative,managed_prefix,medium,none,none,online_activation,app_profile,partial,66.22,30.48,12.11,82.98,0,42,72,62.1,22.0,synthetic row; not a real application benchmark
APP-0169,9,creative,managed_prefix,high,none,none,online_activation,managed_prefix,partial,51.18,35.54,5.89,71.01,0,42,72,51.6,32.0,synthetic row; not a real application benchmark
APP-0170,10,creative,managed_prefix,medium,none,none,online_activation,managed_prefix,partial,58.38,35.96,15.45,82.07,0,42,72,59.1,22.0,synthetic row; not a real application benchmark
APP-0171,11,creative,managed_prefix,high,none,none,online_activation,managed_prefix,partial,49.62,43.17,11.57,85.2,0,42,72,51.6,32.0,synthetic row; not a real application benchmark
APP-0172,12,creative,managed_prefix,high,none,standard_device,online_activation,app_profile,failed,43.53,33.14,14.26,78.56,0,42,72,47.8,39.2,synthetic row; not a real application benchmark
APP-0173,13,creative,managed_prefix,high,none,none,online_activation,managed_prefix,partial,57.23,37.25,7.28,75.24,0,42,72,51.6,32.0,synthetic row; not a real application benchmark
APP-0174,14,creative,managed_prefix,medium,none,proprietary_device,offline_activation,managed_prefix,partial,47.75,41.35,12.35,72.92,0,42,72,45.5,35.8,synthetic row; not a real application benchmark
APP-0175,15,creative,managed_prefix,high,none,standard_device,online_activation,managed_prefix,partial,45.69,36.83,12.23,71.91,0,42,72,44.8,39.2,synthetic row; not a real application benchmark
APP-0176,16,creative,managed_prefix,high,none,standard_device,online_activation,app_profile,partial,51.36,26.57,11.15,75.9,0,42,72,47.8,39.2,synthetic row; not a real application benchmark
APP-0177,17,creative,managed_prefix,medium,none,standard_device,offline_activation,managed_prefix,partial,57.18,43.59,11.54,74.67,0,42,72,57.4,23.2,synthetic row; not a real application benchmark
APP-0178,18,creative,managed_prefix,medium,none,standard_device,offline_activation,app_profile,partial,56.83,32.85,10.65,70.66,0,42,72,60.4,23.2,synthetic row; not a real application benchmark
APP-0179,19,creative,managed_prefix,high,none,proprietary_device,hardware_dongle,app_profile,failed,29.39,42.39,12.78,67.06,0,42,72,24.0,65.8,synthetic row; not a real application benchmark
APP-0180,20,creative,managed_prefix,medium,none,standard_device,online_activation,app_profile,partial,65.34,24.96,12.78,71.65,0,42,72,55.3,29.2,synthetic row; not a real application benchmark
APP-0181,1,creative,virtualisation,high,service,proprietary_device,offline_activation,app_profile,partial,73.73,56.18,30.45,41.4,1,42,90,72.55,64.55,synthetic row; not a real application benchmark
APP-0182,2,creative,virtualisation,medium,none,none,offline_activation,app_profile,full,79.36,42.7,23.64,47.54,1,42,90,87.2,16.0,synthetic row; not a real application benchmark
APP-0183,3,creative,virtualisation,high,service,none,offline_activation,app_profile,full,86.5,50.52,25.62,47.31,1,42,90,82.45,44.75,synthetic row; not a real application benchmark
APP-0184,4,creative,virtualisation,high,service,none,offline_activation,app_profile,full,76.63,51.75,27.86,40.4,1,42,90,82.45,44.75,synthetic row; not a real application benchmark
APP-0185,5,creative,virtualisation,medium,service,standard_device,offline_activation,app_profile,partial,72.58,45.55,25.94,49.27,1,42,90,79.85,41.95,synthetic row; not a real application benchmark
APP-0186,6,creative,virtualisation,high,none,none,online_activation,app_profile,full,87.45,46.49,25.56,42.52,1,42,90,84.7,32.0,synthetic row; not a real application benchmark
APP-0187,7,creative,virtualisation,medium,none,none,online_activation,app_profile,full,78.77,41.16,24.45,46.08,1,42,90,85.7,22.0,synthetic row; not a real application benchmark
APP-0188,8,creative,virtualisation,high,none,standard_device,hardware_dongle,app_profile,full,85.49,49.83,26.17,51.93,1,42,90,77.6,53.2,synthetic row; not a real application benchmark
APP-0189,9,creative,virtualisation,medium,none,none,online_activation,app_profile,full,88.24,47.58,24.36,47.46,1,42,90,85.7,22.0,synthetic row; not a real application benchmark
APP-0190,10,creative,virtualisation,medium,none,none,none,app_profile,full,85.81,46.13,30.63,41.89,1,42,90,89.2,8.0,synthetic row; not a real application benchmark
APP-0191,11,creative,virtualisation,medium,none,none,online_activation,app_profile,full,89.51,51.5,25.18,53.53,1,42,90,85.7,22.0,synthetic row; not a real application benchmark
APP-0192,12,creative,virtualisation,high,none,none,online_activation,app_profile,full,78.6,45.98,26.09,48.93,1,42,90,84.7,32.0,synthetic row; not a real application benchmark
APP-0193,13,creative,virtualisation,high,kernel_driver,standard_device,online_activation,app_profile,partial,72.39,57.48,24.74,44.16,1,42,90,72.35,82.95,synthetic row; not a real application benchmark
APP-0194,14,creative,virtualisation,high,none,none,offline_activation,app_profile,full,86.47,47.62,28.14,48.29,1,42,90,86.2,26.0,synthetic row; not a real application benchmark
APP-0195,15,creative,virtualisation,high,service,none,online_activation,app_profile,full,79.02,51.35,23.27,48.3,1,42,90,80.95,50.75,synthetic row; not a real application benchmark
APP-0196,16,creative,virtualisation,high,service,proprietary_device,hardware_dongle,app_profile,partial,62.05,60.19,31.32,47.12,1,42,90,67.55,84.55,synthetic row; not a real application benchmark
APP-0197,17,creative,virtualisation,low,none,proprietary_device,offline_activation,app_profile,partial,74.61,48.74,22.12,45.14,1,42,90,78.1,27.8,synthetic row; not a real application benchmark
APP-0198,18,creative,virtualisation,medium,service,none,online_activation,app_profile,full,83.77,46.9,24.84,40.75,1,42,90,81.95,40.75,synthetic row; not a real application benchmark
APP-0199,19,creative,virtualisation,high,none,standard_device,none,app_profile,full,87.8,46.35,26.78,46.83,1,42,90,84.6,25.2,synthetic row; not a real application benchmark
APP-0200,20,creative,virtualisation,high,none,standard_device,offline_activation,app_profile,full,75.69,47.97,23.78,49.04,1,42,90,82.6,33.2,synthetic row; not a real application benchmark
APP-0201,1,cad_engineering,native_linux,high,none,standard_device,none,app_profile,full,87.36,6.53,4.56,88.1,0,42,95,93.0,25.2,synthetic row; not a real application benchmark
APP-0202,2,cad_engineering,native_linux,high,service,standard_device,online_activation,app_profile,full,93.07,13.64,3.72,86.05,0,42,95,87.95,57.95,synthetic row; not a real application benchmark
APP-0203,3,cad_engineering,native_linux,high,none,proprietary_device,hardware_dongle,app_profile,full,80.98,15.49,6.33,89.25,0,42,95,83.9,65.8,synthetic row; not a real application benchmark
APP-0204,4,cad_engineering,native_linux,medium,none,none,hardware_dongle,app_profile,full,95.04,9.99,0.92,96.88,0,42,95,89.4,36.0,synthetic row; not a real application benchmark
APP-0205,5,cad_engineering,native_linux,high,service,proprietary_device,online_activation,app_profile,full,83.38,12.03,4.69,96.01,0,42,95,84.45,70.55,synthetic row; not a real application benchmark
APP-0206,6,cad_engineering,native_linux,high,none,proprietary_device,online_activation,app_profile,full,84.76,20.71,6.13,89.35,0,42,95,86.7,51.8,synthetic row; not a real application benchmark
APP-0207,7,cad_engineering,native_linux,high,kernel_driver,none,hardware_dongle,app_profile,full,81.69,22.67,3.65,91.27,0,42,95,84.15,89.75,synthetic row; not a real application benchmark
APP-0208,8,cad_engineering,native_linux,medium,service,standard_device,online_activation,app_profile,full,96.5,20.87,1.82,95.43,0,42,95,87.95,47.95,synthetic row; not a real application benchmark
APP-0209,9,cad_engineering,native_linux,high,service,proprietary_device,offline_activation,app_profile,full,80.39,16.02,3.29,95.72,0,42,95,85.65,64.55,synthetic row; not a real application benchmark
APP-0210,10,cad_engineering,native_linux,high,service,standard_device,hardware_dongle,app_profile,full,82.89,17.39,2.29,100.0,0,42,95,85.15,71.95,synthetic row; not a real application benchmark
APP-0211,11,cad_engineering,native_linux,high,kernel_driver,standard_device,online_activation,app_profile,full,79.34,24.15,7.3,92.53,0,42,95,84.95,82.95,synthetic row; not a real application benchmark
APP-0212,12,cad_engineering,native_linux,high,kernel_driver,standard_device,online_activation,app_profile,full,90.5,11.93,6.28,96.21,0,42,95,84.95,82.95,synthetic row; not a real application benchmark
APP-0213,13,cad_engineering,native_linux,medium,none,standard_device,hardware_dongle,app_profile,full,78.14,10.3,2.63,96.81,0,42,95,87.4,43.2,synthetic row; not a real application benchmark
APP-0214,14,cad_engineering,native_linux,high,none,proprietary_device,online_activation,app_profile,full,85.18,13.16,5.3,86.92,0,42,95,86.7,51.8,synthetic row; not a real application benchmark
APP-0215,15,cad_engineering,native_linux,high,service,proprietary_device,hardware_dongle,app_profile,partial,71.89,12.7,6.27,92.32,0,42,95,81.65,84.55,synthetic row; not a real application benchmark
APP-0216,16,cad_engineering,native_linux,medium,service,proprietary_device,hardware_dongle,app_profile,full,84.07,17.06,0.5,95.43,0,42,95,81.65,74.55,synthetic row; not a real application benchmark
APP-0217,17,cad_engineering,native_linux,medium,service,proprietary_device,online_activation,app_profile,full,88.75,21.54,2.97,91.44,0,42,95,84.45,60.55,synthetic row; not a real application benchmark
APP-0218,18,cad_engineering,native_linux,high,none,standard_device,online_activation,app_profile,full,93.09,11.65,4.72,96.37,0,42,95,90.2,39.2,synthetic row; not a real application benchmark
APP-0219,19,cad_engineering,native_linux,high,none,standard_device,offline_activation,app_profile,full,95.79,4.11,1.66,89.25,0,42,95,91.4,33.2,synthetic row; not a real application benchmark
APP-0220,20,cad_engineering,native_linux,high,service,none,online_activation,app_profile,full,86.74,13.23,3.8,99.44,0,42,95,89.95,50.75,synthetic row; not a real application benchmark
APP-0221,1,cad_engineering,wine_like,medium,service,none,hardware_dongle,raw,failed,1.62,88.22,11.23,65.4,0,42,65,8.6,54.75,synthetic row; not a real application benchmark
APP-0222,2,cad_engineering,wine_like,high,kernel_driver,none,offline_activation,managed_prefix,failed,5.25,79.04,16.94,60.5,0,42,65,7.1,69.75,synthetic row; not a real application benchmark
APP-0223,3,cad_engineering,wine_like,high,service,proprietary_device,online_activation,raw,failed,1.54,96.5,12.47,58.25,0,42,65,-7.5,70.55,synthetic row; not a real application benchmark
APP-0224,4,cad_engineering,wine_like,high,service,none,online_activation,raw,failed,8.08,86.1,11.28,61.92,0,42,65,13.4,50.75,synthetic row; not a real application benchmark
APP-0225,5,cad_engineering,wine_like,medium,service,proprietary_device,offline_activation,raw,failed,3.79,80.9,15.63,53.55,0,42,65,6.7,54.55,synthetic row; not a real application benchmark
APP-0226,6,cad_engineering,wine_like,high,kernel_driver,standard_device,hardware_dongle,raw,failed,0.0,89.46,15.74,55.74,0,42,65,-27.5,96.95,synthetic row; not a real application benchmark
APP-0227,7,cad_engineering,wine_like,high,kernel_driver,proprietary_device,online_activation,raw,failed,0.0,99.56,10.42,49.89,0,42,65,-27.5,95.55,synthetic row; not a real application benchmark
APP-0228,8,cad_engineering,wine_like,high,none,proprietary_device,offline_activation,raw,failed,3.59,91.12,15.01,52.83,0,42,65,13.2,45.8,synthetic row; not a real application benchmark
APP-0229,9,cad_engineering,wine_like,high,service,standard_device,offline_activation,raw,failed,9.48,82.65,17.47,52.75,0,42,65,11.5,51.95,synthetic row; not a real application benchmark
APP-0230,10,cad_engineering,wine_like,high,none,proprietary_device,offline_activation,raw,failed,6.83,86.98,12.66,48.88,0,42,65,13.2,45.8,synthetic row; not a real application benchmark
APP-0231,11,cad_engineering,wine_like,medium,none,proprietary_device,online_activation,raw,failed,26.0,85.53,14.61,50.49,0,42,65,16.0,41.8,synthetic row; not a real application benchmark
APP-0232,12,cad_engineering,wine_like,high,service,proprietary_device,online_activation,managed_prefix,failed,0.0,78.46,16.05,58.79,0,42,65,0.5,70.55,synthetic row; not a real application benchmark
APP-0233,13,cad_engineering,wine_like,medium,none,proprietary_device,none,raw,failed,28.86,80.78,15.71,56.66,0,42,65,29.3,27.8,synthetic row; not a real application benchmark
APP-0234,14,cad_engineering,wine_like,medium,none,proprietary_device,online_activation,raw,failed,6.53,86.17,17.27,59.55,0,42,65,16.0,41.8,synthetic row; not a real application benchmark
APP-0235,15,cad_engineering,wine_like,high,kernel_driver,standard_device,online_activation,raw,failed,0.0,92.09,14.15,51.92,0,42,65,-14.2,82.95,synthetic row; not a real application benchmark
APP-0236,16,cad_engineering,wine_like,medium,service,proprietary_device,none,raw,failed,14.74,87.07,15.33,54.98,0,42,65,14.3,46.55,synthetic row; not a real application benchmark
APP-0237,17,cad_engineering,wine_like,high,kernel_driver,none,online_activation,raw,failed,0.0,83.68,17.45,56.37,0,42,65,-6.6,75.75,synthetic row; not a real application benchmark
APP-0238,18,cad_engineering,wine_like,high,kernel_driver,standard_device,online_activation,managed_prefix,failed,0.0,81.26,18.86,61.79,0,42,65,-6.2,82.95,synthetic row; not a real application benchmark
APP-0239,19,cad_engineering,wine_like,high,none,standard_device,hardware_dongle,raw,failed,3.55,87.62,14.14,55.07,0,42,65,7.5,53.2,synthetic row; not a real application benchmark
APP-0240,20,cad_engineering,wine_like,high,none,proprietary_device,online_activation,raw,failed,14.04,85.83,16.44,56.01,0,42,65,7.5,51.8,synthetic row; not a real application benchmark
APP-0241,1,cad_engineering,proton_like,high,none,proprietary_device,offline_activation,managed_prefix,partial,46.57,50.29,12.44,85.27,0,42,78,45.1,45.8,synthetic row; not a real application benchmark
APP-0242,2,cad_engineering,proton_like,high,none,proprietary_device,online_activation,managed_prefix,failed,40.21,43.31,12.65,72.7,0,42,78,39.7,51.8,synthetic row; not a real application benchmark
APP-0243,3,cad_engineering,proton_like,medium,none,proprietary_device,offline_activation,app_profile,partial,47.14,28.86,8.91,77.23,0,42,78,49.6,35.8,synthetic row; not a real application benchmark
APP-0244,4,cad_engineering,proton_like,high,none,none,online_activation,managed_prefix,partial,56.44,46.16,9.74,84.12,0,42,78,57.3,32.0,synthetic row; not a real application benchmark
APP-0245,5,cad_engineering,proton_like,medium,none,none,offline_activation,managed_prefix,partial,67.48,33.46,8.73,82.22,0,42,78,67.2,16.0,synthetic row; not a real application benchmark
APP-0246,6,cad_engineering,proton_like,high,none,none,none,managed_prefix,partial,70.69,43.59,11.35,81.62,0,42,78,69.9,18.0,synthetic row; not a real application benchmark
APP-0247,7,cad_engineering,proton_like,high,none,proprietary_device,hardware_dongle,app_profile,failed,27.76,45.88,11.31,84.74,0,42,78,27.1,65.8,synthetic row; not a real application benchmark
APP-0248,8,cad_engineering,proton_like,high,kernel_driver,none,hardware_dongle,app_profile,failed,2.88,41.24,12.74,79.63,0,42,78,11.45,89.75,synthetic row; not a real application benchmark
APP-0249,9,cad_engineering,proton_like,high,service,proprietary_device,offline_activation,managed_prefix,failed,32.8,51.59,13.54,76.14,0,42,78,30.85,64.55,synthetic row; not a real application benchmark
APP-0250,10,cad_engineering,proton_like,high,none,proprietary_device,online_activation,app_profile,failed,43.56,42.02,11.21,78.36,0,42,78,39.7,51.8,synthetic row; not a real application benchmark
APP-0251,11,cad_engineering,proton_like,medium,service,none,online_activation,managed_prefix,partial,49.66,47.07,9.6,89.1,0,42,78,47.55,40.75,synthetic row; not a real application benchmark
APP-0252,12,cad_engineering,proton_like,high,kernel_driver,proprietary_device,offline_activation,managed_prefix,failed,16.08,54.88,15.04,71.97,0,42,78,11.85,89.55,synthetic row; not a real application benchmark
APP-0253,13,cad_engineering,proton_like,high,none,proprietary_device,hardware_dongle,raw,failed,22.39,64.35,10.39,72.11,0,42,78,27.1,65.8,synthetic row; not a real application benchmark
APP-0254,14,cad_engineering,proton_like,medium,service,none,hardware_dongle,app_profile,failed,37.95,38.93,7.78,86.46,0,42,78,34.95,54.75,synthetic row; not a real application benchmark
APP-0255,15,cad_engineering,proton_like,high,none,none,hardware_dongle,managed_prefix,partial,51.21,47.63,11.01,86.99,0,42,78,44.7,46.0,synthetic row; not a real application benchmark
APP-0256,16,cad_engineering,proton_like,medium,kernel_driver,proprietary_device,online_activation,managed_prefix,failed,5.56,51.1,9.09,73.69,0,42,78,10.95,85.55,synthetic row; not a real application benchmark
APP-0257,17,cad_engineering,proton_like,medium,service,none,none,managed_prefix,partial,70.76,40.94,5.68,75.74,0,42,78,60.15,26.75,synthetic row; not a real application benchmark
APP-0258,18,cad_engineering,proton_like,high,kernel_driver,none,online_activation,managed_prefix,failed,26.79,52.2,9.34,72.75,0,42,78,24.05,75.75,synthetic row; not a real application benchmark
APP-0259,19,cad_engineering,proton_like,medium,none,none,online_activation,managed_prefix,partial,60.72,36.55,7.72,81.29,0,42,78,61.8,22.0,synthetic row; not a real application benchmark
APP-0260,20,cad_engineering,proton_like,high,service,proprietary_device,online_activation,app_profile,failed,27.64,45.24,10.85,82.51,0,42,78,25.45,70.55,synthetic row; not a real application benchmark
APP-0261,1,cad_engineering,managed_prefix,high,service,none,online_activation,managed_prefix,failed,38.16,39.91,11.1,67.81,0,42,72,38.1,50.75,synthetic row; not a real application benchmark
APP-0262,2,cad_engineering,managed_prefix,high,service,proprietary_device,hardware_dongle,app_profile,failed,11.67,41.2,14.88,82.09,0,42,72,10.5,84.55,synthetic row; not a real application benchmark
APP-0263,3,cad_engineering,managed_prefix,high,none,none,online_activation,app_profile,partial,49.98,25.12,11.72,79.64,0,42,72,54.6,32.0,synthetic row; not a real application benchmark
APP-0264,4,cad_engineering,managed_prefix,medium,none,proprietary_device,hardware_dongle,managed_prefix,failed,33.21,45.07,10.88,65.27,0,42,72,28.5,55.8,synthetic row; not a real application benchmark
APP-0265,5,cad_engineering,managed_prefix,low,none,proprietary_device,hardware_dongle,app_profile,failed,40.88,23.57,13.39,70.87,0,42,72,37.5,47.8,synthetic row; not a real application benchmark
APP-0266,6,cad_engineering,managed_prefix,high,none,proprietary_device,hardware_dongle,app_profile,failed,20.08,38.15,12.73,77.51,0,42,72,24.0,65.8,synthetic row; not a real application benchmark
APP-0267,7,cad_engineering,managed_prefix,medium,none,proprietary_device,online_activation,app_profile,partial,45.48,27.94,13.38,79.23,0,42,72,43.4,41.8,synthetic row; not a real application benchmark
APP-0268,8,cad_engineering,managed_prefix,medium,kernel_driver,standard_device,offline_activation,managed_prefix,failed,15.98,47.54,12.71,73.57,0,42,72,25.9,66.95,synthetic row; not a real application benchmark
APP-0269,9,cad_engineering,managed_prefix,medium,none,proprietary_device,hardware_dongle,managed_prefix,failed,33.36,36.78,13.01,76.17,0,42,72,28.5,55.8,synthetic row; not a real application benchmark
APP-0270,10,cad_engineering,managed_prefix,high,none,proprietary_device,offline_activation,app_profile,failed,37.25,31.57,12.51,73.64,0,42,72,41.0,45.8,synthetic row; not a real application benchmark
APP-0271,11,cad_engineering,managed_prefix,high,none,standard_device,online_activation,app_profile,partial,57.48,31.35,14.86,79.45,0,42,72,47.8,39.2,synthetic row; not a real application benchmark
APP-0272,12,cad_engineering,managed_prefix,high,none,standard_device,hardware_dongle,app_profile,failed,37.73,32.95,13.09,87.34,0,42,72,35.9,53.2,synthetic row; not a real application benchmark
APP-0273,13,cad_engineering,managed_prefix,high,service,standard_device,online_activation,managed_prefix,failed,19.38,44.37,8.44,78.03,0,42,72,31.3,57.95,synthetic row; not a real application benchmark
APP-0274,14,cad_engineering,managed_prefix,medium,service,proprietary_device,offline_activation,managed_prefix,failed,31.83,40.13,12.89,80.42,0,42,72,32.0,54.55,synthetic row; not a real application benchmark
APP-0275,15,cad_engineering,managed_prefix,low,service,none,online_activation,app_profile,failed,44.33,27.05,12.22,73.87,0,42,72,54.6,32.75,synthetic row; not a real application benchmark
APP-0276,16,cad_engineering,managed_prefix,medium,none,none,online_activation,managed_prefix,partial,62.21,34.65,11.2,71.26,0,42,72,59.1,22.0,synthetic row; not a real application benchmark
APP-0277,17,cad_engineering,managed_prefix,medium,service,standard_device,online_activation,app_profile,partial,49.65,27.81,11.18,78.07,0,42,72,41.8,47.95,synthetic row; not a real application benchmark
APP-0278,18,cad_engineering,managed_prefix,high,none,standard_device,online_activation,managed_prefix,partial,48.74,34.9,11.8,73.94,0,42,72,44.8,39.2,synthetic row; not a real application benchmark
APP-0279,19,cad_engineering,managed_prefix,medium,kernel_driver,proprietary_device,offline_activation,app_profile,failed,17.21,37.75,12.97,73.51,0,42,72,17.0,79.55,synthetic row; not a real application benchmark
APP-0280,20,cad_engineering,managed_prefix,high,none,proprietary_device,hardware_dongle,managed_prefix,failed,24.34,50.09,13.03,63.76,0,42,72,21.0,65.8,synthetic row; not a real application benchmark
APP-0281,1,cad_engineering,virtualisation,medium,none,standard_device,online_activation,app_profile,full,76.3,47.03,24.91,44.82,1,42,90,82.1,29.2,synthetic row; not a real application benchmark
APP-0282,2,cad_engineering,virtualisation,high,service,proprietary_device,online_activation,app_profile,partial,67.56,54.34,24.43,43.51,1,42,90,71.05,70.55,synthetic row; not a real application benchmark
APP-0283,3,cad_engineering,virtualisation,high,kernel_driver,proprietary_device,offline_activation,app_profile,full,75.43,53.79,25.64,43.79,1,42,90,67.55,89.55,synthetic row; not a real application benchmark
APP-0284,4,cad_engineering,virtualisation,high,service,standard_device,online_activation,app_profile,partial,65.71,46.86,26.32,51.35,1,42,90,77.35,57.95,synthetic row; not a real application benchmark
APP-0285,5,cad_engineering,virtualisation,medium,none,none,online_activation,app_profile,full,82.82,46.73,28.44,42.91,1,42,90,85.7,22.0,synthetic row; not a real application benchmark
APP-0286,6,cad_engineering,virtualisation,high,kernel_driver,standard_device,hardware_dongle,app_profile,partial,64.06,57.17,28.23,46.13,1,42,90,68.85,96.95,synthetic row; not a real application benchmark
APP-0287,7,cad_engineering,virtualisation,high,kernel_driver,standard_device,online_activation,app_profile,full,76.05,61.58,32.89,40.65,1,42,90,72.35,82.95,synthetic row; not a real application benchmark
APP-0288,8,cad_engineering,virtualisation,high,kernel_driver,proprietary_device,online_activation,app_profile,partial,64.03,63.96,26.86,37.71,1,42,90,66.05,95.55,synthetic row; not a real application benchmark
APP-0289,9,cad_engineering,virtualisation,high,service,standard_device,offline_activation,app_profile,partial,69.27,48.06,24.25,44.53,1,42,90,78.85,51.95,synthetic row; not a real application benchmark
APP-0290,10,cad_engineering,virtualisation,medium,service,standard_device,offline_activation,app_profile,full,86.46,53.25,25.91,43.31,1,42,90,79.85,41.95,synthetic row; not a real application benchmark
APP-0291,11,cad_engineering,virtualisation,medium,kernel_driver,proprietary_device,hardware_dongle,app_profile,partial,63.73,53.97,27.94,42.4,1,42,90,63.55,99.55,synthetic row; not a real application benchmark
APP-0292,12,cad_engineering,virtualisation,low,kernel_driver,proprietary_device,hardware_dongle,app_profile,partial,64.17,59.7,26.49,39.78,1,42,90,64.35,91.55,synthetic row; not a real application benchmark
APP-0293,13,cad_engineering,virtualisation,high,none,standard_device,online_activation,app_profile,full,81.09,54.56,24.88,50.46,1,42,90,81.1,39.2,synthetic row; not a real application benchmark
APP-0294,14,cad_engineering,virtualisation,medium,service,standard_device,online_activation,app_profile,partial,67.39,49.61,28.34,47.36,1,42,90,78.35,47.95,synthetic row; not a real application benchmark
APP-0295,15,cad_engineering,virtualisation,medium,service,none,online_activation,app_profile,full,86.55,55.89,26.12,50.37,1,42,90,81.95,40.75,synthetic row; not a real application benchmark
APP-0296,16,cad_engineering,virtualisation,high,none,none,hardware_dongle,app_profile,full,85.22,52.59,24.63,49.04,1,42,90,81.2,46.0,synthetic row; not a real application benchmark
APP-0297,17,cad_engineering,virtualisation,high,service,proprietary_device,hardware_dongle,app_profile,full,76.46,59.74,24.12,49.92,1,42,90,67.55,84.55,synthetic row; not a real application benchmark
APP-0298,18,cad_engineering,virtualisation,medium,none,standard_device,online_activation,app_profile,full,79.39,53.39,26.36,48.38,1,42,90,82.1,29.2,synthetic row; not a real application benchmark
APP-0299,19,cad_engineering,virtualisation,high,service,none,online_activation,app_profile,full,76.62,45.81,27.63,49.27,1,42,90,80.95,50.75,synthetic row; not a real application benchmark
APP-0300,20,cad_engineering,virtualisation,high,none,proprietary_device,online_activation,app_profile,partial,74.57,52.85,26.5,52.68,1,42,90,74.8,51.8,synthetic row; not a real application benchmark
APP-0301,1,scientific,native_linux,medium,service,standard_device,hardware_dongle,app_profile,full,82.98,6.26,4.66,93.63,0,42,95,85.15,61.95,synthetic row; not a real application benchmark
APP-0302,2,scientific,native_linux,medium,none,proprietary_device,online_activation,app_profile,full,88.49,12.48,6.78,100.0,0,42,95,86.7,41.8,synthetic row; not a real application benchmark
APP-0303,3,scientific,native_linux,high,service,standard_device,offline_activation,app_profile,full,80.1,14.98,9.43,97.71,0,42,95,89.15,51.95,synthetic row; not a real application benchmark
APP-0304,4,scientific,native_linux,medium,kernel_driver,standard_device,offline_activation,app_profile,full,82.07,10.74,7.21,97.64,0,42,95,86.15,66.95,synthetic row; not a real application benchmark
APP-0305,5,scientific,native_linux,medium,service,proprietary_device,offline_activation,app_profile,full,87.95,18.08,4.89,97.99,0,42,95,85.65,54.55,synthetic row; not a real application benchmark
APP-0306,6,scientific,native_linux,high,service,proprietary_device,hardware_dongle,app_profile,full,84.0,23.45,2.5,89.06,0,42,95,81.65,84.55,synthetic row; not a real application benchmark
APP-0307,7,scientific,native_linux,high,none,standard_device,none,app_profile,full,90.28,14.15,4.1,98.22,0,42,95,93.0,25.2,synthetic row; not a real application benchmark
APP-0308,8,scientific,native_linux,medium,none,proprietary_device,hardware_dongle,app_profile,full,88.04,9.78,0.78,97.89,0,42,95,83.9,55.8,synthetic row; not a real application benchmark
APP-0309,9,scientific,native_linux,medium,none,standard_device,offline_activation,app_profile,full,91.36,11.32,1.74,100.0,0,42,95,91.4,23.2,synthetic row; not a real application benchmark
APP-0310,10,scientific,native_linux,medium,service,proprietary_device,none,app_profile,full,84.49,11.88,7.43,98.21,0,42,95,87.25,46.55,synthetic row; not a real application benchmark
APP-0311,11,scientific,native_linux,high,none,standard_device,hardware_dongle,app_profile,full,87.12,14.12,6.56,100.0,0,42,95,87.4,53.2,synthetic row; not a real application benchmark
APP-0312,12,scientific,native_linux,low,none,proprietary_device,online_activation,app_profile,full,89.64,9.95,1.38,90.77,0,42,95,86.7,33.8,synthetic row; not a real application benchmark
APP-0313,13,scientific,native_linux,medium,kernel_driver,none,none,app_profile,full,91.21,20.57,2.09,86.16,0,42,95,89.75,51.75,synthetic row; not a real application benchmark
APP-0314,14,scientific,native_linux,high,none,standard_device,hardware_dongle,app_profile,full,88.74,10.3,3.92,99.2,0,42,95,87.4,53.2,synthetic row; not a real application benchmark
APP-0315,15,scientific,native_linux,medium,none,none,online_activation,app_profile,full,90.09,7.28,2.0,97.91,0,42,95,92.2,22.0,synthetic row; not a real application benchmark
APP-0316,16,scientific,native_linux,low,none,standard_device,offline_activation,app_profile,full,89.08,7.54,2.0,98.86,0,42,95,91.4,15.2,synthetic row; not a real application benchmark
APP-0317,17,scientific,native_linux,high,service,none,online_activation,app_profile,full,96.11,11.41,6.39,93.99,0,42,95,89.95,50.75,synthetic row; not a real application benchmark
APP-0318,18,scientific,native_linux,medium,none,standard_device,none,app_profile,full,99.43,0.0,0.72,93.27,0,42,95,93.0,15.2,synthetic row; not a real application benchmark
APP-0319,19,scientific,native_linux,high,service,proprietary_device,online_activation,app_profile,full,86.93,18.38,6.51,88.9,0,42,95,84.45,70.55,synthetic row; not a real application benchmark
APP-0320,20,scientific,native_linux,low,none,none,hardware_dongle,app_profile,full,90.45,6.9,2.8,87.55,0,42,95,89.4,28.0,synthetic row; not a real application benchmark
APP-0321,1,scientific,wine_like,medium,service,proprietary_device,none,managed_prefix,failed,16.6,74.93,14.86,61.81,0,42,65,22.3,46.55,synthetic row; not a real application benchmark
APP-0322,2,scientific,wine_like,low,none,none,online_activation,raw,failed,35.03,78.52,10.83,60.52,0,42,65,43.7,14.0,synthetic row; not a real application benchmark
APP-0323,3,scientific,wine_like,high,none,proprietary_device,none,raw,failed,14.29,91.91,14.2,57.5,0,42,65,20.8,37.8,synthetic row; not a real application benchmark
